manufacturer,type,cc,engine,start,end,brand,name,oid,sid,comment
大众 (上海大众),桑塔纳2000,1.8,AYJ,1998/5/1,2004/3/1,FAG,轮毂轴承,330498625A,803769,前轮
大众 (上海大众),桑塔纳2000,1.8,JV,1995/4/1,2004/3/1,FAG,轮毂轴承,330498625A,803769,前轮
大众 (上海大众),桑塔纳3000,1.8,AYJ,2004/3/1,2007/10/1,FAG,轮毂轴承,330498625A,803769,前轮
大众 (上海大众),桑塔纳3000,1.8,BKT,2005/6/1,2007/10/1,FAG,轮毂轴承,330498625A,803769,前轮
奇瑞,风云,1.6,SQR480,2001/3/1,2006/12/1,FAG,轮毂轴承,011-1010-0010,803769,前轮
奇瑞,风云,1.6,SQR480,2001/3/1,2006/12/1,FAG,轮毂轴承,A11-3001015BC,803769,前轮
奇瑞,风云,1.6,SQR480EC,2003/1/1,-,FAG,轮毂轴承,011-1010-0010,803769,前轮
奇瑞,风云,1.6,SQR480EC,2003/1/1,-,FAG,轮毂轴承,A11-3001015BC,803769,前轮
宝马 (华晨宝马),3 (E46),2.0 (318i),N46B20CA,2004/6/1,2005/6/1,FAG,轮毂轴承,31226757024,805349,前轮
宝马 (华晨宝马),3 (E46),2.5 (325i),M 54 B 25,2003/7/1,2005/6/1,FAG,轮毂轴承,31226757024,805349,前轮
宝马 (华晨宝马),3 (E90),2.0 (320i),N 46 B 20,2005/1/1,2007/12/1,FAG,轮毂轴承,33416762317,805791,后轮
宝马 (华晨宝马),3 (E90),2.5 (325i),N 52 B 25,2005/6/1,2012/9/1,FAG,轮毂轴承,33416762317,805791,后轮
名爵 (南京名爵),7,1.8,18N4S4,2007/8/1,2010/12/1,FAG,轮毂轴承,RUD100120,805924,前轮
名爵 (南京名爵),7,1.8 T,18N4T,2007/7/1,-,FAG,轮毂轴承,RUD100120,805924,前轮
荣威 (上汽荣威),750,2.5,25K4F,2007/1/1,-,FAG,轮毂轴承,RUD100120,805924,前轮
荣威 (上汽荣威),550,1.8 T,18K4G,2008/6/1,-,FAG,轮毂轴承,RUD100120,805924,前轮
荣威 (上汽荣威),750,1.8 T,/,2008/3/1,-,FAG,轮毂轴承,RUD100120,805924,前轮
名爵 (南京名爵),7,1.8,18N4S4,2007/8/1,2010/12/1,FAG,轮毂轴承,RLB100302,805925,后轮
名爵 (南京名爵),7,1.8 T,18N4T,2007/7/1,-,FAG,轮毂轴承,RLB100302,805925,后轮
荣威 (上汽荣威),750,2.5,25K4F,2007/1/1,-,FAG,轮毂轴承,RLB100302,805925,后轮
荣威 (上汽荣威),550,1.8 T,18K4G,2008/6/1,-,FAG,轮毂轴承,RLB100302,805925,后轮
荣威 (上汽荣威),750,1.8 T,/,2008/3/1,-,FAG,轮毂轴承,RLB100302,805925,后轮
标致 (东风标致雪铁龙),206,1.4,TU3AF,2006/7/1,2009/2/1,FAG,轮毂轴承,335016,805949,前轮
标致 (东风标致雪铁龙),207,1.4,TU3AF,2009/3/1,-,FAG,轮毂轴承,335089,805949,前轮
标致 (东风标致雪铁龙),207,1.4,TU3AF,2009/3/1,-,FAG,轮毂轴承,335016,805949,前轮
标致 (东风标致雪铁龙),207,1.4,TU3AF,2008/11/1,-,FAG,轮毂轴承,335089,805949,前轮
标致 (东风标致雪铁龙),207,1.4,TU3AF,2008/11/1,-,FAG,轮毂轴承,335016,805949,前轮
标致 (东风标致雪铁龙),206,1.6,TU5JP4,2006/1/1,2009/2/1,FAG,轮毂轴承,335016,805949,前轮
标致 (东风标致雪铁龙),206,1.6,TU5JP4,2006/1/1,2009/2/1,FAG,轮毂轴承,335089,805949,前轮
标致 (东风标致雪铁龙),207,1.6,TU5JP4,2009/3/1,-,FAG,轮毂轴承,335089,805949,前轮
标致 (东风标致雪铁龙),207,1.6,TU5JP4,2009/3/1,-,FAG,轮毂轴承,335016,805949,前轮
标致 (东风标致雪铁龙),207,1.6,TU5JP4,2008/11/1,-,FAG,轮毂轴承,335089,805949,前轮
标致 (东风标致雪铁龙),207,1.6,TU5JP4,2008/11/1,-,FAG,轮毂轴承,335016,805949,前轮
标致 (东风标致雪铁龙),307,1.6,TU5JP4,2004/8/1,-,FAG,轮毂轴承,335069,805949,前轮
标致 (东风标致雪铁龙),307,1.6,TU5JP4,2008/2/1,-,FAG,轮毂轴承,335069,805949,前轮
标致 (东风标致雪铁龙),307,2.0,EW10J4,2004/8/1,2006/5/1,FAG,轮毂轴承,335069,805949,前轮
标致 (东风标致雪铁龙),307,2.0,EW10A,2006/5/1,-,FAG,轮毂轴承,335069,805949,前轮
标致 (东风标致雪铁龙),307,2.0,EW10A,2008/2/1,-,FAG,轮毂轴承,335069,805949,前轮
雪铁龙 (东风标致雪铁龙),富康,1.4,TU3MC2,1992/2/1,2005/12/1,FAG,轮毂轴承,C96129301,805949,前轮
雪铁龙 (东风标致雪铁龙),富康,1.4,/,2002/2/1,2005/12/1,FAG,轮毂轴承,C96129301,805949,前轮
雪铁龙 (东风标致雪铁龙),富康,1.4,/,1992/2/1,2001/8/1,FAG,轮毂轴承,C96129301,805949,前轮
雪铁龙 (东风标致雪铁龙),爱丽舍,1.6,TU5JPK,2002/6/1,2008/4/1,FAG,轮毂轴承,C96129301,805949,前轮
雪铁龙 (东风标致雪铁龙),爱丽舍,1.6,TU5JP4,2002/6/1,2008/4/1,FAG,轮毂轴承,C96129301,805949,前轮
雪铁龙 (东风标致雪铁龙),富康,1.6,TU5JPK,1997/2/1,2005/12/1,FAG,轮毂轴承,C96129301,805949,前轮
雪铁龙 (东风标致雪铁龙),富康,1.6,TU5JP4,1997/2/1,2005/12/1,FAG,轮毂轴承,C96129301,805949,前轮
雪铁龙 (东风标致雪铁龙),富康,1.6,TU5JPK,1998/9/1,2008/12/1,FAG,轮毂轴承,C96129301,805949,前轮
雪铁龙 (东风标致雪铁龙),世嘉,1.6,N6A,2008/10/1,-,FAG,轮毂轴承,335084,805949,前轮
雪铁龙 (东风标致雪铁龙),世嘉,1.6,N6A,2009/6/1,-,FAG,轮毂轴承,335084,805949,前轮
雪铁龙 (东风标致雪铁龙),富康,1.6 16V,TU5JP4,2002/6/1,-,FAG,轮毂轴承,C96129301,805949,前轮
雪铁龙 (东风标致雪铁龙),赛纳毕加索,1.6 8V,TU5JPL4,2002/6/1,-,FAG,轮毂轴承,C96129301,805949,前轮
雪铁龙 (东风标致雪铁龙),凯旋,2.0,EW10A,2006/5/1,-,FAG,轮毂轴承,335084,805949,前轮
雪铁龙 (东风标致雪铁龙),赛纳,2.0,EW10J4,2003/5/1,2005/12/1,FAG,轮毂轴承,B96129301,805949,前轮
雪铁龙 (东风标致雪铁龙),赛纳毕加索,2.0,EW10J4,2002/1/1,2004/12/1,FAG,轮毂轴承,C96129301,805949,前轮
雪铁龙 (东风标致雪铁龙),世嘉,2.0,RFN,2009/6/1,-,FAG,轮毂轴承,335084,805949,前轮
奥迪 (一汽奥迪),A4L (B8),1.8 TFSI,/,2009/8/1,-,FAG,轮毂轴承,8K0598611,805963,后轮
奥迪 (一汽奥迪),A4L (B8),2.0 TFSI,CDZ,2007/12/1,2008/9/1,FAG,轮毂轴承,8K0598611,805963,后轮
奥迪 (一汽奥迪),A4L (B8),2.0 TFSI,/,2008/11/1,-,FAG,轮毂轴承,8K0598611,805963,后轮
奥迪 (一汽奥迪),A4L (B8),3.2 FSI,CALA,2009/1/1,-,FAG,轮毂轴承,8K0598611,805963,后轮
起亚 (东风悦达起亚),嘉华,2.7,G6BA,2006/4/1,2010/12/1,FAG,轮毂轴承,52710-4D000,806081,后轮
大众 (上海大众),朗逸,1.6,CDE,2008/4/1,-,Ruville,悬架支座,1J0512131,815400,后轮
大众 (上海大众),朗逸,1.4 TSI,CFB,2010/3/1,-,Ruville,悬架支座,1J0512131,815400,后轮
大众 (上海大众),朗逸,2.0,CEN,2008/4/1,-,Ruville,悬架支座,1J0512131,815400,后轮
大众 (一汽大众),宝来,1.6,/,2002/6/1,2004/10/1,Ruville,悬架支座,1J0512131,815400,后轮
大众 (一汽大众),宝来,1.6,BJH,2004/10/1,2006/9/1,Ruville,悬架支座,1J0512131,815400,后轮
大众 (一汽大众),宝来,1.6,BWH,2008/11/1,-,Ruville,悬架支座,1J0512131,815400,后轮
大众 (一汽大众),宝来 HS,1.6,/,2006/10/1,2008/12/1,Ruville,悬架支座,1J0512131,815400,后轮
大众 (一汽大众),高尔夫,1.6,BJH,2003/8/1,2005/1/1,Ruville,悬架支座,1J0512131,815400,后轮
大众 (一汽大众),宝来,1.8,BAF,2001/12/1,2006/12/1,Ruville,悬架支座,1J0512131,815400,后轮
大众 (一汽大众),宝来 HS,1.8,BAF,2006/10/1,2008/12/1,Ruville,悬架支座,1J0512131,815400,后轮
大众 (一汽大众),高尔夫,1.8,BAF,2003/7/1,2009/7/1,Ruville,悬架支座,1J0512131,815400,后轮
大众 (一汽大众),高尔夫,1.6,AWB,2003/8/1,2005/12/1,Ruville,悬架支座,1J0512131,815400,后轮
大众 (一汽大众),宝来,1.8 T,BAE,2001/12/1,2006/12/1,Ruville,悬架支座,1J0512131,815400,后轮
大众 (一汽大众),宝来,1.9 TDI,ATD,2004/3/1,2006/12/1,Ruville,悬架支座,1J0512131,815400,后轮
大众 (一汽大众),高尔夫,1.9 TDI,AGR,2001/5/1,-,Ruville,悬架支座,1J0512131,815400,后轮
大众 (一汽大众),宝来,2.0,CEN,2008/11/1,2010/12/1,Ruville,悬架支座,1J0512131,815400,后轮
大众 (一汽大众),高尔夫,2.0,APK,2003/8/1,2005/12/1,Ruville,悬架支座,1J0512131,815400,后轮
荣威 (上汽荣威),550,1.8 T,18K4G,2008/6/1,-,Ruville,悬架支座,RNE100130,816101,前轮
宝马 (华晨宝马),3 (E46),2.0 (318i),N46B20CA,2004/6/1,2005/6/1,Ruville,悬架支座,33521092362,825008,后轮
宝马 (华晨宝马),3 (E46),2.5 (325i),M 54 B 25,2003/7/1,2005/6/1,Ruville,悬架支座,33521092362,825008,后轮
宝马 (华晨宝马),3 (E46),2.0 (318i),N46B20CA,2004/6/1,2005/6/1,Ruville,悬架支座,31336770568,825012,前轮
宝马 (华晨宝马),3 (E46),2.0 (318i),N46B20CA,2004/6/1,2005/6/1,Ruville,悬架支座,31336752735,825012,前轮
宝马 (华晨宝马),3 (E46),2.0 (318i),N46B20CA,2004/6/1,2005/6/1,Ruville,悬架支座,31336769582,825012,前轮
宝马 (华晨宝马),3 (E46),2.0 (318i),N46B20CA,2004/6/1,2005/6/1,Ruville,悬架支座,31336760943,825012,前轮
宝马 (华晨宝马),3 (E90),2.0 (320i),N 46 B 20,2005/1/1,2007/12/1,Ruville,悬架支座,31336769582,825012,前轮
宝马 (华晨宝马),3 (E90),2.0 (320i),N 46 B 20,2005/1/1,2007/12/1,Ruville,悬架支座,31336760943,825012,前轮
宝马 (华晨宝马),3 (E46),2.5 (325i),M 54 B 25,2003/7/1,2005/6/1,Ruville,悬架支座,31336770568,825012,前轮
宝马 (华晨宝马),3 (E46),2.5 (325i),M 54 B 25,2003/7/1,2005/6/1,Ruville,悬架支座,31336752735,825012,前轮
宝马 (华晨宝马),3 (E46),2.5 (325i),M 54 B 25,2003/7/1,2005/6/1,Ruville,悬架支座,31336769582,825012,前轮
宝马 (华晨宝马),3 (E46),2.5 (325i),M 54 B 25,2003/7/1,2005/6/1,Ruville,悬架支座,31336760943,825012,前轮
宝马 (华晨宝马),3 (E90),2.5 (325i),N 52 B 25,2005/6/1,2012/9/1,Ruville,悬架支座,31336769582,825012,前轮
宝马 (华晨宝马),3 (E90),2.5 (325i),N 52 B 25,2005/6/1,2012/9/1,Ruville,悬架支座,31336760943,825012,前轮
宝马 (华晨宝马),5 (E60),2.5 (523i),N 52 B 25,2003/3/1,2007/12/1,Ruville,悬架支座,31336769582,825012,前轮
宝马 (华晨宝马),5 (E60),2.5 (523i),N 52 B 25,2003/3/1,2007/12/1,Ruville,悬架支座,31336760943,825012,前轮
宝马 (华晨宝马),5 (E60),2.5 (523Li),N 52 B 25,2006/11/1,2010/8/1,Ruville,悬架支座,31336769582,825012,前轮
宝马 (华晨宝马),5 (E60),2.5 (523Li),N 52 B 25,2006/11/1,2010/8/1,Ruville,悬架支座,31336760943,825012,前轮
宝马 (华晨宝马),5 (E60),2.5 (525i),M54256S5,2004/4/1,2006/2/1,Ruville,悬架支座,31336769582,825012,前轮
宝马 (华晨宝马),5 (E60),2.5 (525i),M54256S5,2004/4/1,2006/2/1,Ruville,悬架支座,31336760943,825012,前轮
宝马 (华晨宝马),5 (E60),2.5 (525Li),/,2007/1/1,2010/4/1,Ruville,悬架支座,31336769582,825012,前轮
宝马 (华晨宝马),5 (E60),2.5 (525Li),/,2007/1/1,2010/4/1,Ruville,悬架支座,31336760943,825012,前轮
宝马 (华晨宝马),5 (E60),3.0 (530i),M 54 B 30,2003/10/1,2005/6/1,Ruville,悬架支座,31336769582,825012,前轮
宝马 (华晨宝马),5 (E60),3.0 (530i),M 54 B 30,2003/10/1,2005/6/1,Ruville,悬架支座,31336760943,825012,前轮
宝马 (华晨宝马),5 (E60),3.0 (530Li),N 52 B 30 BF,2007/3/1,2010/5/1,Ruville,悬架支座,31336760943,825012,前轮
福特 (江铃),全顺,2.3,/,2008/3/1,-,Ruville,悬架支座,6C11-18183-AC,825201,前轮
福特 (长安福特马自达),福克斯,1.8,L8-DE,2006/8/1,-,Ruville,悬架支座,3M5118A116AB,825217,后轮
福特 (长安福特马自达),福克斯,2.0,LF-DE,2006/8/1,-,Ruville,悬架支座,3M5118A116AB,825217,后轮
大众 (上海大众),波罗,1.4,BCC,2002/1/1,2006/3/1,Ruville,悬架支座,1J0513353G,825405,后轮
大众 (上海大众),波罗,1.4,BCC,2003/6/1,2006/3/1,Ruville,悬架支座,1J0513353G,825405,后轮
大众 (上海大众),波罗 劲情,1.4,/,2006/6/1,2007/12/1,Ruville,悬架支座,1J0513353G,825405,后轮
大众 (上海大众),波罗 劲取,1.4,/,2006/6/1,2007/12/1,Ruville,悬架支座,1J0513353G,825405,后轮
大众 (上海大众),波罗,1.6,BCD,2002/1/1,2006/1/1,Ruville,悬架支座,1J0513353G,825405,后轮
大众 (上海大众),波罗 劲情,1.6,CDE,2006/6/1,2007/12/1,Ruville,悬架支座,1J0513353G,825405,后轮
大众 (上海大众),波罗 劲取,1.6,CDE,2007/12/1,-,Ruville,悬架支座,1J0513353G,825405,后轮
大众 (一汽大众),宝来,1.6,/,2002/6/1,2004/10/1,Ruville,悬架支座,1J0513353C,825405,后轮
大众 (一汽大众),宝来,1.6,BJH,2004/10/1,2006/9/1,Ruville,悬架支座,1J0513353C,825405,后轮
大众 (一汽大众),宝来 HS,1.6,/,2006/10/1,2008/12/1,Ruville,悬架支座,1J0513353C,825405,后轮
大众 (一汽大众),高尔夫,1.6,BJH,2003/8/1,2005/1/1,Ruville,悬架支座,1J0513353C,825405,后轮
大众 (一汽大众),宝来,1.8,BAF,2001/12/1,2006/12/1,Ruville,悬架支座,1J0513353C,825405,后轮
大众 (一汽大众),宝来 HS,1.8,BAF,2006/10/1,2008/12/1,Ruville,悬架支座,1J0513353C,825405,后轮
大众 (一汽大众),高尔夫,1.8,BAF,2003/7/1,2009/7/1,Ruville,悬架支座,1J0513353C,825405,后轮
大众 (一汽大众),高尔夫,1.6,AWB,2003/8/1,2005/12/1,Ruville,悬架支座,1J0513353C,825405,后轮
大众 (一汽大众),宝来,1.8 T,BAE,2001/12/1,2006/12/1,Ruville,悬架支座,1J0513353C,825405,后轮
大众 (一汽大众),宝来,1.9 TDI,ATD,2004/3/1,2006/12/1,Ruville,悬架支座,1J0513353C,825405,后轮
大众 (一汽大众),高尔夫,1.9 TDI,AGR,2001/5/1,-,Ruville,悬架支座,1J0513353C,825405,后轮
大众 (一汽大众),高尔夫,2.0,APK,2003/8/1,2005/12/1,Ruville,悬架支座,1J0513353C,825405,后轮
大众 (上海大众),帕萨特 (B5),1.8,ANQ,2000/4/1,2003/2/1,Ruville,悬架支座,3B0513353,825411,后轮
大众 (上海大众),帕萨特领驭 (B5),1.8,/,2009/1/1,-,Ruville,悬架支座,3B0513353,825411,后轮
大众 (上海大众),帕萨特 (B5),2.8,BBG,2001/12/1,2006/12/1,Ruville,悬架支座,3B0513353,825411,后轮
大众 (上海大众),帕萨特 (B5),1.8 T,AWL,2001/1/1,2009/4/1,Ruville,悬架支座,3B0513353,825411,后轮
大众 (上海大众),帕萨特领驭 (B5),1.8 T,/,2005/11/1,2009/4/1,Ruville,悬架支座,3B0513353,825411,后轮
大众 (上海大众),帕萨特 (B5),2.0,BFF,2003/2/1,2009/4/1,Ruville,悬架支座,3B0513353,825411,后轮
大众 (上海大众),帕萨特领驭 (B5),2.0,BNL,2006/4/1,-,Ruville,悬架支座,3B0513353,825411,后轮
大众 (上海大众),桑塔纳,1.6,/,1996/8/1,-,Ruville,悬架支座,327412323,825412,前轮
大众 (上海大众),桑塔纳,1.8,/,1996/8/1,-,Ruville,悬架支座,327412323,825412,前轮
大众 (上海大众),桑塔纳,1.8,AFE,1996/8/1,-,Ruville,悬架支座,327412323,825412,前轮
大众 (上海大众),桑塔纳,1.8,JV,1985/3/1,1996/8/1,Ruville,悬架支座,327412323,825412,前轮
大众 (上海大众),桑塔纳2000,1.8,AFE,1996/4/1,2004/3/1,Ruville,悬架支座,327412323,825412,前轮
大众 (上海大众),桑塔纳2000,1.8,AYJ,1998/5/1,2004/3/1,Ruville,悬架支座,327412323,825412,前轮
大众 (上海大众),桑塔纳2000,1.8,JV,1995/4/1,2004/3/1,Ruville,悬架支座,327412323,825412,前轮
大众 (上海大众),桑塔纳3000,1.8,AYJ,2004/3/1,2007/10/1,Ruville,悬架支座,327412323,825412,前轮
大众 (上海大众),桑塔纳3000,1.8,BKT,2005/6/1,2007/10/1,Ruville,悬架支座,327412323,825412,前轮
大众 (上海大众),桑塔纳志俊,1.8,BKT,2008/1/1,-,Ruville,悬架支座,327412323,825412,前轮
大众 (上海大众),桑塔纳志俊,2.0,/,2008/1/1,-,Ruville,悬架支座,327412323,825412,前轮
大众 (一汽大众),速腾,1.6,BWH,2006/2/1,-,Ruville,悬架支座,1KD412331A,825424,前轮
大众 (一汽大众),速腾,1.4 TSI,CFB,2009/9/1,-,Ruville,悬架支座,1KD412331A,825424,前轮
大众 (一汽大众),速腾,1.8 T,BPL,2006/4/1,2008/4/1,Ruville,悬架支座,1KD412331A,825424,前轮
大众 (一汽大众),迈腾 (B6),1.8 TSI,BYJ,2007/6/1,2011/7/1,Ruville,悬架支座,1KD412331A,825424,前轮
大众 (一汽大众),速腾,1.8 TSI,BYJ,2008/7/1,-,Ruville,悬架支座,1KD412331A,825424,前轮
大众 (一汽大众),迈腾,2.0,BJZ,2007/3/1,2008/5/1,Ruville,悬架支座,1KD412331A,825424,前轮
大众 (一汽大众),迈腾 (B6),2.0,BJZ,2007/6/1,2008/4/1,Ruville,悬架支座,1KD412331A,825424,前轮
大众 (一汽大众),速腾,2.0,BJZ,2006/4/1,2009/6/1,Ruville,悬架支座,1KD412331A,825424,前轮
大众 (一汽大众),迈腾 (B6),2.0 TSI,/,2008/4/1,2011/7/1,Ruville,悬架支座,1KD412331A,825424,前轮
斯柯达 (上海大众-斯柯达),明锐,1.6,CDF,2007/6/1,2010/4/1,Ruville,悬架支座,1KD412331A,825424,前轮
斯柯达 (上海大众-斯柯达),昊锐,1.8 TSI,/,2009/8/1,-,Ruville,悬架支座,1KD412331A,825424,/
斯柯达 (上海大众-斯柯达),明锐,1.8 TSI,BYJ,2007/6/1,2010/4/1,Ruville,悬架支座,1KD412331A,825424,前轮
斯柯达 (上海大众-斯柯达),明锐,2.0,BXX,2007/6/1,2010/4/1,Ruville,悬架支座,1KD412331A,825424,前轮
斯柯达 (上海大众-斯柯达),昊锐,2.0 TSI,/,2009/8/1,-,Ruville,悬架支座,1KD412331A,825424,/
大众 (一汽大众),速腾,1.6,BWH,2006/2/1,-,Ruville,悬架支座,1K0513353H,825426,后轮
大众 (一汽大众),速腾,1.4 TSI,CFB,2009/9/1,-,Ruville,悬架支座,1K0513353H,825426,后轮
大众 (一汽大众),速腾,1.8 T,BPL,2006/4/1,2008/4/1,Ruville,悬架支座,1K0513353H,825426,后轮
大众 (一汽大众),速腾,1.8 TSI,BYJ,2008/7/1,-,Ruville,悬架支座,1K0513353H,825426,后轮
大众 (一汽大众),速腾,2.0,BJZ,2006/4/1,2009/6/1,Ruville,悬架支座,1K0513353H,825426,后轮
大众 (上海大众),途安,1.8 T,BPL,2005/5/1,-,Ruville,悬架支座,1K0513353J,825427,后轮
大众 (上海大众),途安,2.0,/,2004/11/1,2008/1/1,Ruville,悬架支座,1K0513353J,825427,后轮
奥迪 (一汽奥迪),A6L (C5),1.8,ANQ,2000/1/1,2005/12/1,Ruville,悬架支座,8E0513353B,825429,后轮
奥迪 (一汽奥迪),A6L (C5),2.4,APS,1999/9/1,2005/12/1,Ruville,悬架支座,8E0513353B,825429,后轮
奥迪 (一汽奥迪),A6L (C5),2.4,BDV,2002/6/1,2005/12/1,Ruville,悬架支座,8E0513353B,825429,后轮
奥迪 (一汽奥迪),A6L (C5),2.8,BBG,2000/9/1,2005/7/1,Ruville,悬架支座,8E0513353B,825429,后轮
奥迪 (一汽奥迪),A6 (C5),1.8 T,BGC,2006/7/1,2006/12/1,Ruville,悬架支座,8E0513353B,825429,后轮
奥迪 (一汽奥迪),A6L (C5),1.8 T,AWL,2000/7/1,2005/12/1,Ruville,悬架支座,8E0513353B,825429,后轮
奥迪 (一汽奥迪),A6L (C5),2.5 TDI,BND,2004/8/1,2005/12/1,Ruville,悬架支座,8E0513353B,825429,后轮
奥迪 (一汽奥迪),A6 (C5),2.8,ATX,1999/9/1,2005/12/1,Ruville,悬架支座,8E0513353B,825429,后轮
大众 (上海大众),帕萨特 (B5),1.8,ANQ,2000/4/1,2003/2/1,Ruville,悬架支座,8E0513353B,825429,后轮
大众 (上海大众),帕萨特 (B5),2.8,BBG,2001/12/1,2006/12/1,Ruville,悬架支座,8E0513353B,825429,后轮
大众 (上海大众),帕萨特 (B5),1.8 T,AWL,2001/1/1,2009/4/1,Ruville,悬架支座,8E0513353B,825429,后轮
大众 (上海大众),帕萨特 (B5),2.0,BFF,2003/2/1,2009/4/1,Ruville,悬架支座,8E0513353B,825429,后轮
奥迪 (一汽奥迪),A4 (B6),2.4,BDV,2004/1/1,2005/7/1,Ruville,悬架支座,8E0412377,825720,前轮
奥迪 (一汽奥迪),A4 (B6),1.8 T,BFB,2003/2/1,2005/7/1,Ruville,悬架支座,8E0412377,825720,前轮
奥迪 (一汽奥迪),A4 (B7),1.8 T,BKB,2005/7/1,2008/9/1,Ruville,悬架支座,8E0412377,825720,前轮
奥迪 (一汽奥迪),A4 (B7),2.0 T,BGB,2005/7/1,2008/9/1,Ruville,悬架支座,8E0412377,825720,前轮
奥迪 (一汽奥迪),A4 (B6),3.0,BBJ,2003/2/1,2005/7/1,Ruville,悬架支座,8E0412377,825720,前轮
奥迪 (一汽奥迪),A4 (B7),3.0,BBJ,2005/7/1,2008/9/1,Ruville,悬架支座,8E0412377,825720,前轮
奥迪 (一汽奥迪),A6L (C5),1.8,ANQ,2000/1/1,2005/12/1,Ruville,悬架支座,4D0412377F,825771,前轮
奥迪 (一汽奥迪),A6L (C5),2.4,APS,1999/9/1,2005/12/1,Ruville,悬架支座,4D0412377F,825771,前轮
奥迪 (一汽奥迪),A6L (C5),2.4,BDV,2002/6/1,2005/12/1,Ruville,悬架支座,4D0412377F,825771,前轮
奥迪 (一汽奥迪),A6L (C5),2.8,BBG,2000/9/1,2005/7/1,Ruville,悬架支座,4D0412377F,825771,前轮
奥迪 (一汽奥迪),A6 (C5),1.8 T,BGC,2006/7/1,2006/12/1,Ruville,悬架支座,4D0412377F,825771,前轮
奥迪 (一汽奥迪),A6L (C5),1.8 T,AWL,2000/7/1,2005/12/1,Ruville,悬架支座,4D0412377F,825771,前轮
奥迪 (一汽奥迪),A6L (C5),2.5 TDI,BND,2004/8/1,2005/12/1,Ruville,悬架支座,4D0412377F,825771,前轮
奥迪 (一汽奥迪),A6 (C5),2.8,ATX,1999/9/1,2005/12/1,Ruville,悬架支座,4D0412377F,825771,前轮
大众 (上海大众),帕萨特 (B5),1.8,ANQ,2000/4/1,2003/2/1,Ruville,悬架支座,4D0412377F,825771,前轮
大众 (上海大众),帕萨特 (B5),2.8,BBG,2001/12/1,2006/12/1,Ruville,悬架支座,4D0412377F,825771,前轮
大众 (上海大众),帕萨特 (B5),1.8 T,AWL,2001/1/1,2009/4/1,Ruville,悬架支座,4D0412377F,825771,前轮
大众 (上海大众),帕萨特 (B5),2.0,BFF,2003/2/1,2009/4/1,Ruville,悬架支座,4D0412377F,825771,前轮
菲亚特 (南京菲亚特),派力奥,1.3,188 A4.000,2002/1/1,-,Ruville,悬架支座,46760673,825807,前轮
菲亚特 (南京菲亚特),派力奥,1.3,188 A5.000,2002/1/1,-,Ruville,悬架支座,46760673,825807,前轮
菲亚特 (南京菲亚特),西耶那,1.3,188 A4.000,2003/1/1,-,Ruville,悬架支座,46760673,825807,前轮
菲亚特 (南京菲亚特),西耶那,1.3,188 A5.000,2003/1/1,-,Ruville,悬架支座,46760673,825807,前轮
菲亚特 (南京菲亚特),派力奥,1.5,178 E5.022,2002/1/1,-,Ruville,悬架支座,46760673,825807,前轮
菲亚特 (南京菲亚特),西耶那,1.5,178 E5.022,2003/1/1,-,Ruville,悬架支座,46760673,825807,前轮
标致 (东风标致雪铁龙),307,1.6,TU5JP4,2008/2/1,-,Ruville,悬架支座,5038G0,825904,前轮
标致 (东风标致雪铁龙),307,2.0,EW10J4,2004/8/1,2006/5/1,Ruville,悬架支座,5038G0,825904,前轮
标致 (东风标致雪铁龙),307,2.0,EW10A,2006/5/1,-,Ruville,悬架支座,5038G0,825904,前轮
标致 (东风标致雪铁龙),307,2.0,EW10A,2008/2/1,-,Ruville,悬架支座,5038G0,825904,前轮
雪铁龙 (东风标致雪铁龙),世嘉,1.6,N6A,2008/10/1,-,Ruville,悬架支座,5038G0,825904,前轮
雪铁龙 (东风标致雪铁龙),世嘉,1.6,N6A,2009/6/1,-,Ruville,悬架支座,5038 G0,825904,前轮
雪铁龙 (东风标致雪铁龙),凯旋,2.0,EW10A,2006/5/1,-,Ruville,悬架支座,5038F7,825904,前轮
雪铁龙 (东风标致雪铁龙),世嘉,2.0,EW10A,2008/10/1,-,Ruville,悬架支座,5038G0,825904,前轮
雪铁龙 (东风标致雪铁龙),世嘉,2.0,RFN,2009/6/1,-,Ruville,悬架支座,5038 G0,825904,前轮
雪铁龙 (东风标致雪铁龙),赛纳,2.0,EW10J4,2003/5/1,2005/12/1,Ruville,悬架支座,503862,825912,前轮
宝马 (华晨宝马),3 (E46),2.0 (318i),N46B20CA,2004/6/1,2005/6/1,Ruville,悬架支座,33506757368,835005,后轮
宝马 (华晨宝马),3 (E46),2.5 (325i),M 54 B 25,2003/7/1,2005/6/1,Ruville,悬架支座,33506757368,835005,后轮
福特 (长安福特马自达),嘉年华,1.3,C13A9J2,2003/3/1,2006/6/1,Ruville,悬架支座,97KB3025AA,835202,前轮
福特 (长安福特马自达),嘉年华,1.6,JL482QA,2003/3/1,2006/6/1,Ruville,悬架支座,97KB3025AA,835202,前轮
福特 (长安福特马自达),嘉年华,1.3,C13A9J2,2003/3/1,2006/6/1,Ruville,悬架支座,90BB3025AA,835206,前轮
福特 (长安福特马自达),嘉年华,1.6,JL482QA,2003/3/1,2006/6/1,Ruville,悬架支座,90BB3025AA,835206,前轮
福特 (长安福特马自达),嘉年华,1.3,C13A9J2,2003/3/1,2006/6/1,Ruville,悬架支座,96FB5K570AE,835215,后轮
